CondoName,SalePrice,RentPrice,RoomArea,UnitNbr,FloorNbr,nbrBed,nbrBath,nbrPark,nbrAirCon,Latitude,Longitude
วินด์ รัชโยธิน ,5910000,,53,,,1,1,,,13.8284,100.56594
,6800000,,100,,,2,2,,,13.835654,100.544533
,20800000,,267,,4,4,,0,,13.712062,100.549449
เดอะ ซี๊ด มิงเกิ้ล,5300000,25000,50,,0,2,,0,,13.719949,100.539419
,11200000,,34,,,1,1,,,13.7391,100.561
,12000000,,64,,0,2,,1,,13.717243,100.5166
ดิแอดเดรสพญาไท,7474059,,38,,,1,1,,,,
,8020000,,35,,,1,1,,,13.7558,100.564
ดี 25 ทองหล่อ,5900000,35000,51,,7,1,,1,,13.739042,100.582672
,4970000,,40,,,1,1,,,13.755352,100.564598
,21300000,,69,,,2,2,,,13.730842,100.572192
,14240000,,142,,,2,2,,,,
เดอะ ไลน์ อโศก-รัชดา,6200000,,36,,,1,1,,,13.7558,100.564
,4060000,,29,,0,1,,0,,13.807961,100.570101
,2550000,,33,,6,1,,0,,13.677621,100.617536
เดอะรีเซิร์ฟ เกษมสันต์ 3,5293271,22000,29,,,,1,,,13.74907,100.52736
สตาร์วิว พระราม 3,12178782,,78,,,2,2,,,13.68743,100.51799
วอเตอร์ฟอร์ต สุขุมวิท 50,3150000,,50,,,1,1,,,13.7071,100.593
,10960000,,63,,,2,2,,,13.747797,100.548437
,6449594,,35,,,1,1,,,13.747797,100.548437
,23200000,80000,105,,,2,2,,,13.7281,100.569
,61000000,,563,,0,5,,0,,13.735841,100.557058
,9000000,,60,,11,2,,0,,13.718617,100.527071
ไบร์ท สุขุมวิท 24,33000000,100000,197,,33,3,,1,,13.723664,100.566587
,6000000,,56,,14,1,,1,,13.687419,100.492534
,3400000,16000,40,,15,1,,1,,13.719841,100.540077
ไซมิส จอยญ่า,7600000,35000,53,,,1,1,,,13.7429,100.571
,5798900,,38,,,1,1,,,,
,6200000,,37,,0,1,,0,,13.739993,100.55125
ไอวี่ ทองหล่อ,6240000,,35,,,,1,,,13.73718,100.58355
,5871000,,48,,0,1,,0,,13.731923,100.58375
,3216938,,,,0,1,,0,,13.684282,100.605085
,42670000,120000,251,,0,4,,0,,13.745614,100.545771
คีนน์ บาย แสนสิริ,10030000,,48,,,1,1,,,13.72499,100.57693
เดอะ เนสท์ เพลินจิต,6500000,,44,,0,1,,1,,13.746232,100.54953
,17500000,,67,,0,1,,0,,13.733309,100.560361
,9900000,,52,,0,1,,0,,13.727273,100.526676
,12000000,40000,63,,22,2,,1,,13.804071,100.554106
โนเบิล บี 33 สุขุมวิท,11300000,,43,,,1,1,,,13.73536,100.56752
เดอะ ลุมพินี 24,11448000,45000,54,,0,2,,0,,13.723074,100.566336
,8490000,,105,,0,,,0,,13.70143,100.536143
,2800000,,31,,36,1,,1,,13.799843,100.507093
แมนฮัตตัน ชิดลม,11900000,,89,,2,2,,0,,13.749366,100.543323
โนเบิล โซโล,7500000,30000,49,,,1,1,,,13.7401,100.585
,20000000,,158,,0,4,,0,,13.719527,100.531072
ไลฟ์ รัชดาภิเษก,6750000,,56,,,2,2,,,13.783,100.575
,5880000,,55,,,2,,,,13.711388,100.594044
ศุภาคาร คอนโดมิเนียม,11500000,,91,,0,1,,0,,13.71632,100.512124
,13000000,,69,,,1,1,,,13.729309,100.562453
,4500000,,50,,0,2,,0,,13.731923,100.58375
เอ็ม จตุจักร,4650000,,32,,,1,1,,,13.79722,100.55169
มอนเทอเรย์ เพลส,4950000,,58,,2,1,,0,,13.723791,100.562005
เดอะ ลอฟท์ เอกมัย,8790000,,45,,,1,1,,,13.71832,100.58736
,10815000,,96,,,1,1,,,13.72655,100.508356
,6200000,,43,,,1,1,,,13.704032,100.602
วายน์ สุขุมวิท,6520000,27500,44,,,1,1,,,13.7128,100.594
,19010000,,135,,,,,,,13.72111,100.5175
,4800000,,33,,,1,1,,,13.725251,100.570964
แอสปาย สุขุมวิท 48,3700000,,38,,0,1,,0,,13.711258,100.593974
,2725000,,50,,,2,,,,13.796039,100.587528
เดอะ เบส พาร์คเวสต์ - สุขุมวิท 77,3290000,,25,,,1,1,,,13.713,100.6
,5000000,,57,,,2,2,,1,,
แม่น้ำ เรสซิเดนท์,8350000,,50,,,1,1,,,13.7076,100.506
วายน์ สุขุมวิท,3838000,,,,,1,1,,,13.71282,100.59427
เดอะเพรสซิเดนท์ สุขุมวิท,5814331,,45,,,2,1,,,13.70488,100.60166
แอสปาย สาทร-ท่าพระ,3164120,,31,,,1,1,,,13.71501,100.47866
แอสปาย รัชดา–วงศ์สว่าง,2385472,,26,,,1,1,,,13.83074,100.52531
,2890000,,25,,4,1,,1,,13.838289,100.574357
,5150000,20000,40,,,1,1,,,13.7104,100.602
,14000000,50000,101,,11,3,,0,,13.743889,100.56179
ไฮด์ สุขุมวิท,25500000,,110,,,2,2,,1,,
ริทึ่ม อโศก 2,4750000,,28,,,1,1,,,13.75427,100.56447
,8900000,,69,,0,2,,0,,13.739281,100.572775
,8500000,,,,0,1,,0,,13.731497,100.574932
,1750000,,35,,3,1,,0,,13.771896,100.630846
,3040000,,25,,,,1,,,13.755352,100.564598
,4990000,,38,,,1,1,,,13.7139,100.602
แอชตัน อโศก,18437000,,64,,0,2,,0,,13.738886,100.561535
โนเบิล รีวอลฟ์ รัชดา,4460000,,26,,,1,1,,,13.76369,100.56947
ไลฟ์ แอท พหล-อารีย์,3798259,,38,,,1,1,,,13.78937,100.54757
,64450000,180000,415,,,5,4,,,13.71972,100.58819
,5290000,,54,,12,2,,0,,13.71118,100.593972
,2200000,,29,,0,1,,0,,13.76415,100.654108
แอสปาย พระราม 4,2770000,,28,,0,1,,0,,13.712224,100.584489
ไลฟ์ อโศก,4480000,,29,,,1,1,,,13.750507,100.563889
,14150000,,75,,0,2,,0,,13.739993,100.55125
แอสปาย สาทร-ท่าพระ,2816075,,30,,,1,1,,,13.71501,100.47866
เดอะ ไลน์ ราชเทวี,7800000,,32,,,1,1,,,13.7524,100.534
,29000000,,260,,0,3,,0,,13.726739,100.583754
,5520000,30000,60,,0,1,,0,,13.738885,100.585563
,1800000,,34,,,1,,,,13.789485,100.588922
โนเบิล โซโล,6500000,,52,,,1,1,,1,,
,4061750,,126,,,4,2,,,13.63861,100.50109
,13900000,,61,,0,1,,0,,13.743181,100.548782
เดอะ ลุมพินี 24,7000000,,31,,,1,1,,1,,
,5240000,,64,,,2,1,,,,
,22200000,55000,80,,,2,2,,,13.7524,100.534
,6500000,,52,,,1,1,,,13.72655,100.508356
,12535508,,300,,,4,5,,,13.7704,100.57007
,5850000,,36,,0,1,,0,,13.735297,100.564495
,13659000,,228,,,3,3,,,13.72655,100.508356
,11700000,,90,,,2,2,,1,,
เดอะ แบงค็อค สาทร,,,128,,0,2,,1,,13.718495,100.520318
,9968000,50000,112,,0,2,,0,,13.736947,100.58459
,110000,,290,,,4,5,,,13.725075,100.577704
เดอะ เทรนดี้ คอนโดมิเนียม,8480000,38000,86,,22,2,,1,,13.741124,100.557866
พหลโยธินพาร์ค,6294208,26000,91,,,2,2,,,13.81759,100.56527
ควอทโทร บาย แสนสิริ,22145000,,85,,0,2,,0,,13.727393,100.581584
โคเรสซิโอ สาทร-พิพัฒน์,6500000,,41,,0,1,,0,,13.723325,100.531892
,5000000,,40,,,1,1,,,13.727937,100.560895
ดิ แอดเดรส สุขุมวิท 61,8360000,,41,,,,,,,13.72552,100.57028
,75000000,,356,,0,5,,0,,13.724122,100.566646
,10000000,,80,,0,2,,0,,13.743808,100.55595
,5800000,,35,,18,1,,0,,13.756331,100.501765
ไลฟ์ อโศก,4100000,,29,,,1,1,,,13.75064,100.56436
,3021200,,33,,,1,1,,,13.7466,100.606
,5050000,,28,,,1,1,,,13.733132,100.527917
ลุมพินี พาร์ค พระราม 9-รัชดา,3300000,,37,,19,1,,0,,13.747106,100.579459
,2500000,,34,,4,1,,0,,13.828611,100.559722
เดอะ เมท,35020000,,197,,0,3,,0,,13.722028,100.534139
,9298050,,52,,,,,,,13.708903,100.598517
,2690000,,31,,0,,,0,,13.787786,100.552763
ดีบุราพรานนก,2900000,,29,,,,1,,,13.7568,100.477
,6600000,,28,,,1,1,,,13.7255,100.566
,15420000,,70,,0,2,,1,,13.722468,100.58455
ไฮฟ์ ตากสิน,6670000,18000,51,,,1,1,,,13.7214,100.503
,8500000,,72,,,2,2,,,,
เดอะ ไลน์ ราชเทวี,9100000,,35,,,,,,,13.8062,100.5562
ไบร์ท สุขุมวิท 24,25000000,,165,,0,3,,0,,13.723664,100.566587
โนเบิล โซโล,5500000,,51,,,1,1,,1,,
โนเบิล รีโว สีลม,5049060,,34,,24,1,,1,,13.719677,100.520839
,4440000,,32,,,1,1,,,13.755352,100.564598
,12000000,,55,,0,2,,0,,13.739993,100.55125
เดอะ ทรี ริโอ้ บางอ้อ สเตชั่น ,7596458,25000,61,,,2,2,,,13.79987,100.50772
,690000,,39,,4,1,,0,,13.703442,100.342551
คิว หลังสวน,30500000,95000,94,,,2,2,,,13.7392,100.543
,520000,,30,,6,1,,0,,13.770842,100.63402
ลุมพินีวิลล์ ราษฎร์บูรณะ-ริเวอร์วิว,2028673,,30,,,1,1,,,,
,17000000,,170,,0,3,,0,,13.739485,100.581767
เออร์บิเทีย ทองหล่อ,6682849,,35,,,1,1,,,13.722502,100.576836
,6390000,,34,,0,1,1,0,,13.725516,100.566202
,51788000,160000,242,,0,3,,0,,13.741234,100.54931
เดอะ เครสท์ สุขุมวิท 34,27220000,,114,,,,,,,13.72529,100.5765
ริทึ่ม สาทร,8164000,38000,52,,0,2,,0,,13.717076,100.516537
ไลฟ์ อโศก-พระราม 9 ,5590000,,35,,,1,1,,,13.755352,100.564598
อัพ เอกมัย,5020000,,31,,,,,,,13.73931,100.58912
,11000000,,100,,,2,2,,,13.733155,100.529707
,6900000,40000,69,,0,2,,0,,13.722272,100.5087
,8500000,,48,,,1,1,,,,
,7580000,,62,,,2,2,,,,
แอชตัน สีลม,14700000,,49,,,,1,,,13.7261,100.527
เดอะ ไลน์ จตุจักร-หมอชิต,9000000,,45,,,1,1,,,13.806,100.557
,6510000,,35,,,1,1,,,13.747864,100.548372
ลุมพินี เพลส รัชดา-ท่าพระ,2005000,,35,,,1,1,,,13.70873,100.48165
,2650000,,24,,0,1,,1,,13.776095,100.482886
ริทึ่ม สุขุมวิท 44/1,5200000,,32,,7,1,,1,,13.715424,100.5901
โนเบิล เพลินจิต,11600000,,45,,0,1,,0,,13.743752,100.548719
,1390000,,29,,8,1,,0,,13.687013,100.637707
เดอะ ดิโพลแมท 39,17100000,,57,,,1,1,,,13.7308,100.571
,20000000,,230,,,3,3,,,13.74088,100.561221
นายน์ บาย แสนสิริ,5100000,23000,36,,,1,1,,,13.7214,100.497
,8235000,40000,135,,0,3,,0,,13.702481,100.593883
โนเบิล รีวอลฟ์ รัชดา 2,4340000,,25,,,1,1,,,13.76369,100.56947
โนเบิล เพลินจิต,11600000,,,,0,1,,0,,13.743752,100.548719
,7527600,40000,82,,0,2,,0,,13.72691,100.573525
ชีวาทัย เรสซิเดนซ์ อโศก,5700000,24000,,,0,,,0,,13.757675,100.565533
The Room พระราม 4,8240000,,45,,0,1,,1,,13.736126,100.521059
ชีวาทัย เรสซิเดนซ์ อโศก,5150000,20000,36,,22,1,,1,,13.757675,100.565533
,16375000,,88,,,2,2,,,13.7543,100.5321
,6300000,30000,38,,0,1,,0,,13.720807,100.578825
,6517000,27000,49,,0,1,,0,,13.739273,100.55039
,33420000,,82,,,2,2,,,13.743491,100.548409
เดอะ เบส การ์เดน-พระราม 9,4640000,,35,,,1,1,,,13.7466,100.606
,14280000,80000,120,,0,2,,0,,13.738911,100.541221
เดอะ ไลน์ อโศก-รัชดา,5890000,,35,,,1,1,,,13.755979,100.563553
,6140194,,48,,,2,1,,,13.75448,100.54252
,14800000,,105,,,2,2,,,13.728241,100.565087
,1190000,,22,,2,1,,0,,13.789057,100.627792
ริทึ่ม สุขุมวิท 44/1,6402729,,35,,,1,1,,,13.71548,100.59057
,29000000,,242,,,3,3,,,13.710536,100.500848
,16500000,,165,,26,4,,0,,13.71039,100.500848
,3600000,,26,,,,,,,13.817434,100.562714
