CondoName,SalePrice,RentPrice,RoomArea,UnitNbr,FloorNbr,nbrBed,nbrBath,nbrPark,nbrAirCon,Latitude,Longitude
,3660000,16000,40,,0,1,,0,,13.707795,100.60196
,6310000,,28,,,,1,,,13.72552,100.56563
,16000000,,78,,0,2,,0,,13.756331,100.501765
เซ็นทริคซีน อารีย์ 2,10090032,,86,,,2,2,,,13.78599,100.54619
นิมิตร หลังสวน,31700000,,92,,,2,2,,,13.7346,100.542
เดอะ รูม สุขุมวิท 69 ,7370000,,35,,26,1,,0,,13.714251,100.592707
,26100000,,83,,0,2,,0,,13.731507,100.570729
ไลฟ์ อโศก,5040000,,35,,,1,1,,,13.750507,100.563889
แอชตัน อโศก,7916108,,33,,,1,1,,,13.73701,100.56039
แอสปาย สาทร-ท่าพระ,3291798,,31,,,1,1,,,13.71501,100.47866
พาร์ค 24 เฟส 1,12904297,,55,,,2,2,,,13.72552,100.56563
,8000000,,70,,,2,1,,,13.74291,100.571
โนเบิล รีวอลฟ์ รัชดา,4400000,17000,25,,,1,1,,,13.7637,100.569
แอชตัน อโศก,8354438,,34,,,1,1,,,13.73701,100.56039
ดี คอนโด รามคำแหง,1700000,,28,,,1,1,,,13.7499,100.607
,20000000,,132,,0,2,,,,13.787457,100.543996
แอสปาย สาทร-ท่าพระ,3019605,,30,,,1,1,,,13.71501,100.47866
,1650000,,29,,7,1,,0,,13.736476,100.745445
,3650000,,33,,3,1,,1,,13.692335,100.604117
ศุภาลัย เวอเรนด้า พระราม 9,2712359,,38,,,1,1,,,,
,6660000,29000,45,,0,2,,0,,13.707897,100.600622
,16000000,,153,,,3,3,,,,
ไลฟ์ อโศก,4180006,,29,,,1,1,,,13.75064,100.56436
,4500000,,29,,,1,1,,,,
,5400000,,79,,7,2,,1,,13.67054,100.624507
,34000000,,108,,,2,2,,,13.741059,100.540234
,12500000,,57,,,,,,,13.725516,100.56563
ริทึ่ม สุขุมวิท 44/1,8000000,35000,48,,22,1,,1,,13.715424,100.5901
,2500000,,32,,3,1,,0,,13.756331,100.501765
,10300000,,51,,0,1,,0,,13.728331,100.570729
เอดจ์ สุขุมวิท 23,6530000,,31,,,1,1,,,13.73963,100.56309
,9300000,,66,,,2,2,,,13.731016,100.582693
ไดมอนด์ สุขุมวิท,3650000,,34,,0,1,,0,,13.70842,100.599141
,5820000,22000,41,,,1,1,,,13.7214,100.497
มายคอนโด สุขุมวิท 81,2800000,12000,34,,,1,1,,,13.7063,100.606
,18000000,,82,,0,2,,0,,13.727628,100.581663
แอชตัน อโศก,7800000,,33,,0,1,,0,,13.738886,100.561535
,14700000,,68,,,2,,,,13.722069,100.525992
,2754000,,29,,0,1,,1,,13.712795,100.582412
,7090528,,35,,,1,1,,,13.72247,100.58455
,6590000,,40,,,1,1,,,13.7914,100.549
,16377000,,64,,35,1,,0,,13.718495,100.520318
ไอดีโอ โมบิ สุขุมวิท อีสท์เกต,3190000,,22,,,,,,,13.66557,100.60411
,7000000,47000,67,,0,1,,0,,13.740132,100.540616
,7400000,,36,,0,1,,1,,13.716878,100.58494
ไลฟ์ อโศก-พระราม 9 ,4370000,,32,,,1,1,,,13.755352,100.564598
,33000000,,193,,0,3,,0,,13.729356,100.562093
15 สุขุมวิท เรสซิเดนซ์,6420000,,45,,,1,1,,1,,
วิสซ์ดอม อเวนิว รัชดา-ลาดพร้าว,5139859,,35,,,1,1,,,13.805203,100.574228
,4588000,,47,,,1,1,,,13.7204,100.493
,2300000,,22,,24,1,,0,,13.717113,100.48186
,9800000,,77,,29,2,,1,,13.686801,100.520068
,6500000,,57,,,2,2,,,13.710945,100.602343
อกัสตัน สุขุมวิท 22,20000000,50000,90,,22,2,,1,,13.725007,100.564418
ไอวี แอมพิโอ,7800000,,44,,0,1,,0,,13.763443,100.568457
,5900000,,40,,,1,1,,,13.7914,100.549
,9050000,,50,,,1,1,,,13.724352,100.52408
,12604692,40000,75,,,2,2,,,13.74017,100.53524
,13880000,42000,80,,22,2,,2,,13.750079,100.556067
,4800000,,30,,0,1,,0,,13.805066,100.574282
,5338613,28000,47,,,1,1,,,13.7359,100.55088
,2590000,,22,,0,1,,0,,13.713733,100.478276
เดอะ เบส สุขุมวิท 77,3380000,14000,30,,,1,1,,,13.7108,100.602
,9900000,,68,,,1,1,,,13.724308,100.571809
เอช สุขุมวิท 43,11700000,,62,,,,,,,13.73277,100.57401
เลอ ลัก คอนโดมิเนียม,6375200,30000,52,,0,1,,0,,13.714803,100.593277
เดอะ ไลน์ อโศก-รัชดา,5368800,,36,,,1,1,,,13.7558,100.564
,16000000,,68,,,2,2,,,13.728051,100.572447
เดอะ เครสท์ สุขุมวิท 34,13900000,52000,53,,10,1,,1,,13.725448,100.576538
,2000000,,29,,3,1,,0,,13.695824,100.64591
,29000000,,193,,0,3,,0,,13.729356,100.562093
เอ็ม พญาไท,29000000,,115,,,3,2,,1,,
,6380000,,30,,,,1,,,13.731223,100.585851
เดอะ ไลน์ จตุจักร-หมอชิต,7200000,,35,,,1,1,,,13.806,100.557
,57492500,180000,377,,0,4,,0,,13.725176,100.563992
,5186213,,46,,0,1,,1,,13.684282,100.605085
,2470000,45000,32,,,1,1,,,13.7,100.536
,35000000,,100,,0,2,,0,,13.730964,100.5708
