CondoName,SalePrice,RentPrice,RoomArea,UnitNbr,FloorNbr,nbrBed,nbrBath,nbrPark,nbrAirCon,Latitude,Longitude
185 ราชดำริ,34000000,,102,,0,2,,1,,13.735109,100.539146
,7500000,,98,,,2,3,,,13.754142,100.646144
,11000000,45000,92,,0,2,,0,,13.718915,100.509914
,7200000,,28,,,1,1,,1,,
แอชตัน อโศก,7534330,,30,,,1,1,,,13.73701,100.56039
ริทึ่ม สุขุมวิท 44/1,7875000,42000,45,,0,1,,0,,13.715424,100.5901
,3650000,,33,,3,1,,1,,13.692335,100.604117
,12870000,,55,,,2,2,,,13.7225,100.566
เดอะ ไลน์ จตุจักร-หมอชิต,12858000,,57,,,2,2,,,13.806,100.557
,7100000,,51,,,1,1,,,13.744742,100.562743
,4059101,,30,,,1,1,,1,,
เดอะ ไลน์ จตุจักร-หมอชิต,10340000,,58,,,2,2,,,13.8062,100.5562
,11000000,42000,75,,9,2,,0,,13.690142,100.608199
,5150000,,35,,0,1,,1,,13.681212,100.609941
,2300000,,29,,5,1,,0,,13.677621,100.617536
,4530000,,40,,0,1,,0,,13.715095,100.585825
,10625000,,125,,,2,2,,,,
,4000000,,33,,,1,,,,,
,7524000,,28,,1,1,,0,,13.730869,100.579384
,3690000,,40,,0,1,,0,,13.80237,100.576197
ไลฟ์ อโศก,5245676,,35,,,1,1,,,13.75064,100.56436
,9792000,45000,68,,0,2,,0,,13.735455,100.557879
,7957000,,49,,,1,1,,,13.7158,100.575
,5790000,28500,40,,29,1,,0,,13.714292,100.593536
ซี เอกมัย,3643314,,30,,,1,1,,,13.740174,100.589806
เดอะ ฮัดสัน สาทร 7,7810000,40000,55,,0,1,,0,,13.721327,100.533851
,3500000,,36,,4,1,,1,,13.786704,100.572426
,20000000,,112,,,2,2,,,13.740352,100.557293
,4950000,,,,,1,1,,,13.750479,100.563906
บ้านนันทสิริ,23460000,110000,170,,0,4,,0,,13.721935,100.544056
เดอะ เทอร์ตี้ไนน์ ,21500000,,77,,0,2,,1,,13.731946,100.570703
,2990000,,45,,0,1,,0,,13.743918,100.581475
เดอะ เครสท์ สุขุมวิท 34,8900000,,35,,0,1,,1,,13.725389,100.576686
แอชตัน สีลม,7730000,,31,,,1,1,,,13.7261,100.52695
,10368000,40000,54,,0,1,,0,,13.723186,100.582997
เดอะ ดิโพลแมท 39,23712000,,450,,0,3,,0,,13.735133,100.584941
,50000000,,123,,40,2,,1,,13.723829,100.52783
,4253000,,32,,,1,1,,,13.7466,100.606
,17545703,,54,,,1,1,,,13.732932,100.582302
,5600000,,40,,,1,1,,,13.7914,100.549
,24000000,85000,150,,0,3,,0,,13.729573,100.572038
เดอะ โมนูเมนต์ สนามเป้า,13481542,,46,,,1,1,,,13.76886,100.54021
,13000000,,78,,0,2,,0,,13.753503,100.538287
,8500000,,70,,,2,2,,,,
,30600000,93000,94,,25,2,,0,,13.739145,100.543022
วิสซ์ดอม สเตชั่น รัชดา-ท่าพระ,3861190,,33,,,1,1,,,13.7137,100.478395
,17710000,65000,110,,0,2,,0,,13.748262,100.545885
ดิ เอส อโศก,10430000,,48,,,1,1,,,13.74317,100.56173
ศุภาลัย ริเวอร์ เพลส,3450000,,38,,0,1,,1,,13.711992,100.501626
,10990000,,41,,,1,1,,,13.7391,100.563
,6200000,,90,,,2,2,,,13.737217,100.561175
,5570000,,24,,,,1,,,13.72273,100.577988
แอชตัน อโศก,19300273,,64,,,2,2,,,13.73701,100.56039
โนเบิล รีไฟน์,13500000,,68,,0,2,,0,,13.728331,100.570729
,23342000,,,,0,3,,0,,13.723319,100.566608
,5350000,,24,,,,1,,,13.72273,100.577988
,6105000,25000,33,,0,1,,0,,13.721175,100.579126
,7480000,,35,,,1,1,,,13.731223,100.585851
,17900000,,78,,,2,2,,1,,
,2500000,,31,,27,1,,0,,13.822715,100.532336
แอชตัน สีลม,14242982,,49,,,1,1,,,13.7261,100.52695
แอชตัน อโศก,8550000,,32,,0,1,,0,,13.738886,100.561535
,6850000,,51,,,2,2,,,13.6987,100.605
,10920000,,68,,,2,2,,,13.73206,100.52644
,8540000,40000,140,,0,2,,0,,13.702481,100.593883
แอสปาย สุขุมวิท 48,3850000,,38,,0,1,,0,,13.711258,100.593974
,15000000,,90,,,1,1,,,13.723244,100.566816
,5400000,,42,,0,1,,0,,13.713111,100.594478
,7200000,,66,,9,2,,1,,13.787828,100.547366
แอชตัน จุฬา-สีลม,7540000,,35,,,,,,,13.7311,100.53101
,5000000,,50,,,1,1,,1,,
,20000000,,145,,0,1,,1,,13.723319,100.566608
,2350000,,34,,8,1,,1,,13.81573,100.610342
,6500000,,49,,,1,1,,,13.742981,100.570993
,13000000,,78,,0,2,,0,,13.753503,100.538287
,7950000,,37,,,1,1,,,13.7432,100.562
,8650000,,35,,,1,1,,,13.7311,100.531
,4210000,,32,,,1,1,,,13.755019,100.561977
ไลฟ์ อโศก-พระราม 9 ,4120000,,32,,,1,1,,,13.755352,100.564598
อมันตา ลุมพินี,15192915,,99,,,2,2,,,13.72316,100.5514
,5800000,25000,56,,0,1,,1,,13.716511,100.546716
,2600000,,30,,3,1,,0,,13.786704,100.572426
นิมิตร หลังสวน,29000000,,93,,,2,2,,,13.737914,100.49928
,3970000,,49,,5,1,,1,,13.756249,100.561357
,6713812,,44,,,1,1,,,13.7168,100.53313
,4800000,20000,36,,0,1,,1,,13.756638,100.568126
ดิ แอดเดรส อโศก,12500000,,76,,0,2,,1,,13.749464,100.563738
,6180000,,44,,,2,1,,,13.706158,100.601614
,11460000,,42,,,1,1,,,13.7197,100.522
,7250000,,35,,,1,1,,,13.731223,100.585851
วีธารา สุขุมวิท 36,5100000,,35,,,1,1,,1,,
,2300000,,22,,24,1,,0,,13.717113,100.48186
,8000000,,131,,,2,2,,,13.7375,100.553
คิว หลังสวน,22000000,,80,,,2,2,,1,,
ศาลาแดง เรสซิเด้นซ์,25400000,90000,92,,,2,2,,,13.7254,100.538
เดอะ เบส สุขุมวิท 77,5070000,20000,36,,,1,1,,,13.7108,100.602
,19000000,,206,,5,3,,1,,13.735815,100.57328
,6990000,,33,,0,1,,0,,13.725554,100.53145
,8200000,,35,,,1,1,,,13.7253,100.576497
,7800000,,35,,,1,1,,,13.761437,100.536869
,6208000,32000,64,,0,2,,0,,13.751347,100.528666
,2100000,,31,,0,1,,0,,13.664855,100.63713
ไลฟ์ อโศก,5220000,,35,,,1,1,,,13.750507,100.563889
,14000000,,185,,,2,2,,,13.718914,100.506979
,39690000,130000,270,,0,4,,0,,13.726403,100.584208
,2200000,,44,,5,1,,1,,13.709201,100.450788
,5150000,,38,,15,1,,1,,13.806076,100.572724
,2350000,,33,,7,1,,0,,13.677621,100.617536
สตาร์วิว พระราม 3,9519371,38000,77,,,2,2,,,13.68743,100.51799
,19000000,,310,,0,3,,0,,13.730116,100.583902
,2800000,,30,,14,1,,1,,13.711166,100.603774
เดอะ เบส พระราม 9 - รามคำแหง,3400000,,32,,,1,1,,,13.7481,100.605
,8300000,,33,,0,7,,0,,13.720807,100.578825
,43000000,,304,,,4,5,,,,
,23895000,95000,177,,0,3,,0,,13.7395,100.54268
โนเบิล เพลินจิต,14700000,,55,,0,1,,0,,13.743535,100.548669
,2430000,14000,30,,0,1,,0,,13.756299,100.56859
เดอะ ดิโพลแมท 39,33990000,,95,,0,2,,0,,13.740287,100.555144
,6700000,,39,,,1,1,,,13.749072,100.527359
,37500000,,124,,0,2,,0,,13.729903,100.570895
เฮ้าส์ 23 รัชดา-ลาดพร้าว,4990000,22000,52,,15,,,0,,13.805085,100.575929
