CondoName,SalePrice,RentPrice,RoomArea,UnitNbr,FloorNbr,nbrBed,nbrBath,nbrPark,nbrAirCon,Latitude,Longitude
,13500000,,195,,,2,2,,1,,
โนเบิล เพลินจิต,9600000,,45,,0,1,,0,,13.743535,100.548669
ดิ แอดเดรส สุขุมวิท 28,10571511,,52,,,1,1,,,13.72805,100.57245
,14200000,,250,,,3,3,,1,,
,15700000,,77,,0,2,,0,,13.722657,100.525396
,3360000,13000,26,,,1,1,,,13.713,100.6
เดอะ เบส สุขุมวิท 77,3300000,10500,31,,,1,1,,,13.7108,100.602
,3480000,21000,30,,0,1,,0,,13.712821,100.594265
,2735065,,24,,,1,1,,,13.763574,100.546465
,4400000,22000,30,,,1,1,,,13.7128,100.594
,8890000,,77,,25,2,,1,,13.687281,100.518025
ดิ แอดเดรส สุขุมวิท 42,4990000,,45,,,1,1,,,13.717,100.585
,12500000,,129,,0,2,3,0,,13.725769,100.582456
,6950000,,41,,,2,1,,,13.7158,100.575
,8910000,,75,,,,,,,,
,2847935,14000,28,,,1,1,,,13.71219,100.58449
เดอะ ลุมพินี 24,8230000,,32,,0,1,,0,,13.722739,100.566139
,8840000,,33,,,1,1,,,13.719733,100.522404
,6700000,,35,,20,1,,1,,13.806566,100.55624
กลางกรุง รีสอร์ท,5000000,,73,,,1,1,,,13.77453,100.56941
,7020000,,41,,,2,1,,,13.7158,100.575
,22000000,,133,,0,2,,0,,13.737886,100.566306
ไลฟ์ อโศก-พระราม 9 ,4900000,,35,,,1,1,,,,
เดอะ เนสท์ สุขุมวิท 22,6260000,,46,,,,,,,13.724861,100.563348
,12500000,55000,72,,0,1,,1,,13.756331,100.501765
เดอะ ไลน์ จตุจักร-หมอชิต,11217587,,61,,,2,2,,,13.8062,100.5562
,13000000,,96,,0,2,,0,,13.759717,100.569091
,4030000,,35,,,1,1,,,13.79627,100.58869
,9200000,,35,,,1,1,,,13.7391,100.561
เอ สเปซ สุขุมวิท 77,1700000,10000,35,,3,1,,1,,13.711124,100.632873
ไอดีโอ คิว ราชเทวี,6460000,,34,,,,,,,13.75269,100.53386
,8855000,45000,77,,0,2,,0,,13.759717,100.569091
ไอดีโอ โมบิ บางซื่อ แกรนด์ อินเตอร์เช้นจ์,3670000,,26,,,1,1,,,13.80589,100.53305
เดอะ ดิโพลแมท 39,19330000,,54,,,1,1,,,13.7308,100.571
เดอะ ดิโพลแมท 39,11320000,,42,,0,1,,0,,13.738603,100.561917
,3200000,,41,,7,1,,0,,13.71389,100.476088
เดอะ ไลน์ อโศก-รัชดา,6460000,,35,,,1,1,,,13.7558,100.564
,7500000,,120,,,2,2,,,13.740614,100.570979
,3050000,,26,,16,1,,0,,13.713489,100.600417
,5080000,18800,49,,0,2,,1,,13.712821,100.594265
ทรี คอนโด สุขุมวิท 42,4200000,18800,49,,0,1,,1,,13.715257,100.588063
