CondoName,SalePrice,RentPrice,RoomArea,UnitNbr,FloorNbr,nbrBed,nbrBath,nbrPark,nbrAirCon,Latitude,Longitude
,7200000,,35,,,1,1,,,13.7421,100.56
,14000000,55000,102,,0,2,,2,,13.739322,100.567576
,6570000,,35,,,1,1,,,13.747864,100.548372
นิมิตร หลังสวน,31608819,,90,,,2,2,,,13.90919,100.72883
,3400000,,24,,0,1,,0,,13.704186,100.60185
วิลล่าอโศก,4800000,24000,41,,0,1,,0,,13.748849,100.561572
,8800000,,85,,,1,2,,,13.7396,100.543
,3400000,,39,,0,1,,0,,13.755115,100.576512
บลิซ คอนโดมิเนียม พระราม9-หัวหมาก,3174234,,33,,,1,1,,,13.73796,100.64535
,5500000,,94,,0,2,,0,,13.699883,100.536715
,3790000,,30,,14,1,,0,,13.712349,100.600404
,4000000,,33,,0,1,,1,,13.712744,100.53331
ไลฟ์แอทสุขุมวิท 67,4223000,,41,,,1,1,,,13.71712,100.58911
,9864000,55000,72,,0,2,,0,,13.735031,100.564694
แอสปาย สุขุมวิท 48,3724000,16000,38,,0,1,,0,,13.711258,100.593974
ริทึ่ม สุขุมวิท 36 – 38,6422424,,33,,,1,1,,,13.72161,100.57689
,3900000,,40,,,1,1,,,13.715091,100.588009
ไอดีโอโมบิ วงศ์สว่าง-อินเตอร์เชนจ์,3620000,,30,,,,,,,13.81895,100.53214
นายน์ บาย แสนสิริ,4100000,,30,,,1,1,,,13.7214,100.497
,3450000,,26,,,,1,,,,
,58000,,175,,1,3,,2,,13.738657,100.55658
ดิ แอดเดรส สุขุมวิท 42,5050000,,48,,,1,1,,,13.717,100.585
,18500000,,59,,,1,1,,,13.726547,100.575382
เดอะ ซิกเนเจอร์ บาย เออร์บาโน่,16000000,,85,,,,,,,13.79288,100.54918
,10360000,,47,,,2,1,,,13.761437,100.536869
,23000000,,324,,0,5,,0,,13.735514,100.553488
คิว หลังสวน,25301485,,94,,,2,2,,,13.73917,100.54298
,5871000,,48,,,1,1,,,13.731428,100.586046
,6200000,,30,,,,1,,,13.731223,100.585851
,5800000,,35,,,1,1,,,13.750507,100.563889
ไลฟ์ อโศก,3777487,,24,,,,1,,,13.75064,100.56436
,12744000,,53,,,1,1,,,13.724304,100.5772
,7380000,,35,,,1,1,,,13.7225,100.585
ไลฟ์ อโศก,5243378,,35,,,1,1,,,13.75064,100.56436
แอสปาย งามวงศ์วาน,2300000,,29,,14,1,,0,,13.855394,100.547916
,10500000,,54,,0,2,,0,,13.723074,100.566336
,3894000,,32,,,1,1,,,13.755019,100.561977
,3700029,18000,37,,,1,1,,,13.73467,100.58483
เดอะ ริเวอร์,12360000,,69,,0,1,,0,,13.720439,100.509914
,12750000,50000,85,,14,2,,1,,13.725176,100.563992
แอชตัน จุฬา-สีลม,8640000,,35,,,1,1,,,13.731102,100.531009
,7300000,32000,51,,,1,1,,,13.7391,100.551
เดอะ โมนูเมนต์ สนามเป้า,16500000,42000,47,,,1,1,,,13.7693,100.54
แอสปาย สาทร-ท่าพระ,3170911,,31,,,1,1,,,13.71501,100.47866
,6720000,,35,,,1,1,,,13.747864,100.548372
,11539386,,49,,,2,1,,,,
,14008000,,55,,,2,2,,,13.727222,100.568322
,10542400,58000,88,,0,2,,0,,13.737886,100.566306
,11760000,60000,,,0,2,,0,,13.722707,100.580362
ริทึ่ม รัชดา,5285500,,47,,,1,1,,,13.79875,100.57586
แอสปาย สาทร-ท่าพระ,3108490,,31,,,1,1,,,13.71501,100.47866
โฟกัส เพลินจิต,6762000,,48,,0,1,,0,,13.73856,100.552074
,2992000,18000,34,,0,1,,0,,13.699869,100.603618
ดิ เอ็มไพร์ เพลส สาทร,33000000,100000,212,,38,3,,1,,13.70832,100.520102
ไอดีโอ โมบิ อโศก,11278400,,55,,0,2,,2,,13.756397,100.565865
,26700000,,132,,,2,2,,,,
,3715561,,34,,,1,1,,,13.789903,100.570189
เดอะ ซี๊ด มิงเกิ้ล,8200000,,71,,0,2,,0,,13.719949,100.539419
,4880000,,46,,0,1,,0,,13.734492,100.585849
บลอคส์ 77,4557875,27000,42,,,1,1,,,13.71038,100.60169
,8000000,,65,,0,1,,0,,13.724915,100.541564
,4865000,20000,35,,0,1,,0,,13.706586,100.601135
ดิ เอ็มไพร์ เพลส สาทร,8470000,,66,,,,,,,13.71929,100.53128
,4460000,,29,,,1,1,,,13.750507,100.563889
,13300000,45000,46,,,1,1,,,13.7249,100.577
ศุภาลัย ริเวอร์ รีสอร์ท,5570000,,54,,,1,1,,,13.7074,100.49624
,42000000,,212,,,2,2,,,13.733215,100.570661
ออนิกซ์ พหลโยธิน,6342907,20000,40,,,1,1,,,13.758,100.53547
ไลฟ์ รัชดาภิเษก,5120000,22000,38,,,1,1,,,13.78302,100.57459
ริทึ่ม สุขุมวิท 36 – 38,6521559,25000,33,,,1,1,,,13.72161,100.57689
,1550000,,30,,5,1,,0,,13.659448,100.630723
,3610000,,26,,,,,,,13.817434,100.562714
แอชตัน อโศก,9330000,,36,,,,,,,13.73701,100.56039
,8500000,,65,,0,2,,1,,13.722658,100.527325
,8360000,,48,,,1,1,,,13.74017,100.53524
เดอะ ลอฟท์ เอกมัย,6200000,,33,,,,1,,,13.71832,100.58736
ไอดีโอ มอร์ฟ 38,6914069,,34,,,1,1,,,13.72103,100.57922
,7300000,,68,,0,2,,1,,13.747949,100.55787
เซเรเน่ เพลส สุขุมวิท 24,11700000,,78,,0,2,,1,,13.726547,100.567412
แอชตัน จุฬา-สีลม,12560000,,58,,,2,1,,,13.7311,100.531
โนเบิล รีโคล สุขุมวิท 19,6806701,,34,,,1,1,,,13.74207,100.56006
,2160000,,22,,10,1,,1,,13.717113,100.48186
อีส พระราม 2,3244449,,42,,,2,1,,,13.66938,100.43617
,14500000,,70,,0,1,,0,,13.756192,100.531981
,1950000,,30,,5,1,,1,,13.756803,100.64024
ไลฟ์ อโศก-พระราม 9 ,3960000,,32,,,1,1,,,13.755352,100.564598
,5150000,,35,,0,1,,0,,13.805066,100.574282
แม่น้ำ เรสซิเดนท์,33099402,,160,,,3,3,,,13.70788,100.50575
เอดจ์ สุขุมวิท 23,7214681,,33,,,1,1,,,13.73963,100.56309
แอชตัน อโศก,8290000,,35,,,,,,,13.73701,100.56039
,12617000,,68,,0,2,,0,,13.73856,100.552074
,,,34,,7,1,,1,,13.828611,100.559722
เดอะมาสเตอร์เซ็นเธรี่ยม,36052000,,240,,0,4,,0,,13.740936,100.561249
,7100000,,41,,,1,1,,,13.747931,100.54577
เอดจ์ สุขุมวิท 23,7891634,28000,31,,,1,1,,,13.73963,100.56309
,2100000,,41,,,2,1,,,13.699481,100.680329
เอ็ม จตุจักร,8256801,,55,,,2,2,,,13.79722,100.55169
ควอด สีลม,8800000,,53,,5,2,,1,,13.723993,100.530386
,24900000,,100,,0,3,,0,,13.722707,100.580362
ซี เอกมัย,5750000,,48,,0,1,,0,,13.740252,100.589806
แอชตัน จุฬา-สีลม,7100000,,33,,,1,1,,,13.7311,100.531
,12680000,,62,,,2,2,,,13.722928,100.566434
เดอะ ไลน์ สุขุมวิท 101,5090000,,32,,,1,1,,,13.692,100.608
เวีย โบทานิ,7500000,25000,39,,,1,1,,,13.7315,100.575
วิลล่า สาทร,6440000,,55,,,,,,,13.72123,100.50415
,8500000,40000,97,,14,2,,0,,13.744419,100.573548
,,,42,,0,1,,0,,13.736591,100.641673
,15700000,80000,120,,,2,2,,,13.7387,100.542
วิสซ์ดอม คอนเนค สุขุมวิท,4080000,,30,,,1,1,,,13.6858,100.61106
ฟูลเลอตัน สุขุมวิท,20000000,,153,,2,3,,0,,13.721778,100.582453
เดอะ แคปปิตอล ราชปรารภ-วิภา,6330000,,50,,,,,,,13.76378,100.54593
,7700000,,77,,13,2,,0,,13.748676,100.564918
เดอะ สกาย สุขุมวิท,3000000,13000,30,,0,1,,1,,13.67952,100.60977
,9400000,,66,,,2,2,,,13.71951,100.51949
,4000000,,49,,0,1,,0,,13.703903,100.60004
แอชตัน อโศก,19100000,,64,,,2,2,,1,,
,7008000,28000,96,,0,2,,0,,13.724754,100.58205
ไอดีโอ คิว จุฬา-สามย่าน,7240000,,34,,,,,,,13.73336,100.5267
ไลฟ์ อโศก-พระราม 9 ,3430000,,28,,,,1,,,,
,3000000,,29,,0,1,,0,,13.740656,100.600096
,27700000,,218,,,3,3,,,13.7465,100.556
,12978000,,44,,,2,2,,,13.723585,100.56675
,3646995,15000,42,,,1,1,,,13.71246,100.59545
,3290000,15500,32,,0,1,,1,,13.706195,100.531077
ชีวาทัย เรสซิเดนซ์ อโศก,5700000,,35,,,1,1,,1,,
,1900000,,28,,12,1,,0,,13.819005,100.536183
,2700000,,31,,15,1,,0,,13.799843,100.507093
ดิ แอดเดรส สุขุมวิท 61,9300000,42000,57,,1,1,,1,,13.723255,100.58322
โนเบิล รีโคล สุขุมวิท 19,7750000,,35,,,,,,,13.74207,100.56006
,1390000,,39,,16,1,,1,,13.700301,100.645297
,7100000,,40,,0,1,,0,,13.724936,100.577204
,5800000,,47,,0,1,,0,,13.778223,100.574066
ดี คอนโด รามคำแหง,1648000,,29,,,1,1,,,13.7499,100.607
ไลฟ์ อโศก,4592846,,29,,,1,1,,,13.75064,100.56436
,9167000,,62,,,2,2,,,13.714589,100.602529
,20000000,75000,106,,0,2,,0,,13.723319,100.566608
,9000000,25000,42,,,1,1,,,13.7557,100.533
,7370000,,42,,,1,1,,,,
,4650000,,36,,,1,1,,,13.7214,100.497
,2882500,,31,,,1,1,,,13.7466,100.606
,4228605,,32,,,1,1,,,13.73093,100.58638
,13600000,,74,,0,2,,1,,13.758397,100.560838
,26800000,93000,95,,22,2,,2,,13.743784,100.543803
ควอทโทร บาย แสนสิริ,19000000,,83,,0,2,,0,,13.727393,100.581584
,3050000,,26,,22,1,,1,,13.712349,100.600404
ไซมิส จอยญ่า,6000000,,50,,0,1,,0,,13.743033,100.571197
,14000000,,77,,,2,2,,,13.74035,100.557293
เดอะ ไลน์ จตุจักร-หมอชิต,6500000,,34,,,1,1,,,13.806,100.557
,12900000,47000,,,0,2,,0,,13.719527,100.531072
เดอะ ดิโพลแมท 39,9100000,,47,,0,1,1,0,,13.725786,100.526798
,11495000,40000,55,,0,1,,0,,13.748806,100.563073
,3500000,15500,36,,11,1,,1,,13.729257,100.47406
โนเบิล รีวอลฟ์ รัชดา,8800000,33000,55,,22,2,,1,,13.763691,100.569474
เดอะ ลุมพินี 24,,,55,,0,2,,0,,13.723074,100.566336
เอช สุขุมวิท 43,11900000,,62,,,2,2,,1,,
,41000000,,284,,40,4,,3,,13.71053,100.500848
,5900000,20000,38,,,1,1,,,13.80956,100.55814
,10000000,,121,,,2,2,,,13.702278,100.593897
ไลฟ์ อโศก,4340000,,29,,,1,1,,,13.750507,100.563889
,7740751,,48,,,1,1,,,13.79364,100.54968
,16000000,,80,,,2,2,,,13.731223,100.585851
,12500000,,124,,11,2,,0,,13.719396,100.526976
,9700000,,66,,0,2,,0,,13.719509,100.519492
,6128500,,34,,0,1,,1,,13.721175,100.579126
โนเบิล รีโคล สุขุมวิท 19,7534331,,35,,,1,1,,,13.74207,100.56006
ดิ แอดเดรส สุขุมวิท 42,5000000,22000,42,,0,1,,1,,13.716488,100.584951
ร๊อยซ์ไพรเวทเรซิเดนซิซ,60000000,,228,,,4,4,,1,,
,5438330,,30,,,,,,,13.708903,100.598517
,6500000,,47,,0,1,,0,,13.807847,100.519697
เดอะเพรสซิเดนท์ สุขุมวิท,4664567,,34,,,1,1,,,13.70488,100.60166
,34000000,,108,,,2,2,,,13.741059,100.540234
,4712088,20000,33,,,1,1,,,13.724347,100.582134
,5600000,,44,,11,1,,1,,13.731923,100.58375
,5890000,,30,,,,1,,,13.72247,100.58455
แอชตัน อโศก,9370000,,35,,,1,1,,,13.73701,100.56039
ไอดีโอ โมบิ อโศก,6048933,,33,,,1,1,,,13.70427,100.60203
,3429600,,26,,15,1,,1,,13.698535,100.604719
วินด์ สุขุมวิท 23,14500000,,107,,18,3,,1,,13.739699,100.564435
เดอะ เครสท์ สุขุมวิท 49,6130000,,34,,,1,1,,,13.73044,100.57707
,6151590,,34,,,,,,,13.708903,100.598517
กรีนพอยท์ สีลม,4709583,25000,51,,,1,1,,,13.72817,100.52949
,3090000,,28,,,,1,,,13.70304,100.50551
,3300000,14000,26,,,1,1,,,13.7136,100.601
เลอ โคเต้ ทองหล่อ 8,4700000,,33,,4,1,,1,,13.731037,100.582645
,5900000,,39,,0,1,,0,,13.741417,100.557647
15 สุขุมวิท เรสซิเดนซ์,7700000,,59,,0,2,,1,,13.742197,100.557737
,16960800,,56,,,2,2,,,13.72552,100.56563
,4280000,19600,37,,0,1,,1,,13.756638,100.568126
ริทึ่ม พหล-อารีย์,6510600,,45,,,1,1,,,13.7889,100.54527
,7000000,,74,,0,2,,0,,13.741124,100.557866
,6800000,35000,39,,0,1,,1,,13.73159,100.574863
,7998776,,33,,,1,1,,,,
,29500000,85000,170,,6,3,,1,,13.721778,100.582453
,50120000,,134,,,3,3,,,13.743491,100.548409
,8560000,,33,,0,1,,0,,13.719707,100.522256
เดอะ เซนต์ เรสิเดนเซส ,4240000,,30,,,1,1,,,13.81134,100.56011
,6900000,,43,,10,1,,1,,13.732527,100.573972
คิว หลังสวน,23257325,80000,80,,,2,2,,,13.73917,100.54298
ริทึ่ม พหล-อารีย์,8600000,,67,,,2,2,,,13.7884,100.548
,9000000,,47,,,1,1,,,13.721777,100.576873
เดอะ สกาย สุขุมวิท,3270000,9700,,,0,,,0,,13.67952,100.60977
,6300000,,30,,,,1,,,13.72247,100.58455
เดอะ ไลน์ ราชเทวี,8250000,,28,,,1,1,,,13.7524,100.534
,14203903,60000,120,,,3,2,,,13.73467,100.58483
ไดมอนด์ สุขุมวิท,7420000,28000,70,,0,2,,0,,13.708547,100.599381
แอชตัน จุฬา-สีลม,7420000,,31,,,1,1,,,13.731102,100.531009
เอดจ์ สุขุมวิท 23,7200000,27000,33,,0,1,,1,,13.735972,100.562588
,4330000,,25,,,1,1,,,13.7639,100.569
วีธารา สุขุมวิท 36,11450000,50000,65,,,2,2,,,13.7229,100.577
,5490000,,54,,,2,,,,13.711182,100.593953
,6600000,,,,0,2,,0,,13.722397,100.508501
The Room สุขุมวิท 21,9400000,,58,,0,1,,0,,13.743608,100.561259
วิทยุคอมเพล็กซ์,14000000,,155,,0,3,,0,,13.748871,100.548661
เดอะ ลุมพินี 24,11900000,68000,55,,12,2,,1,,13.723074,100.566336
,18000000,,80,,0,1,,1,,13.729836,100.581409
,16686000,,59,,0,1,,0,,13.731946,100.570703
,32800000,,82,,0,2,,0,,13.732892,100.582058
,5500000,,69,,0,2,,1,,13.724815,100.529496
,44616500,,154,,35,3,,0,,13.743539,100.556755
โนเบิล รีไฟน์,10000000,40000,50,,0,1,,0,,13.728331,100.570729
,6350000,,30,,,1,1,,,13.7225,100.585
,3120000,,35,,,1,1,,,13.67819,100.60645
ดิ เอส อโศก,10124901,,48,,,1,1,,,13.74317,100.56173
สตาร์วิว พระราม 3,10374811,,78,,,2,2,,,13.68743,100.51799
,37500000,,124,,0,2,,0,,13.729903,100.570895
,2680000,95000,40,,0,1,,0,,13.706084,100.53634
