CondoName,SalePrice,RentPrice,RoomArea,UnitNbr,FloorNbr,nbrBed,nbrBath,nbrPark,nbrAirCon,Latitude,Longitude
,1600000,8000,25,,,,1,,,13.6788,100.624
โฟกัส เพลินจิต,7244000,,48,,,1,1,,,13.7399,100.552
,7250000,,46,,,1,1,,,13.72655,100.508356
,2300000,,31,,5,1,,0,,13.825039,100.537671
โนเบิล เพลินจิต,16500000,,45,,0,1,,0,,13.743752,100.548719
,4116545,,30,,,1,1,,,13.754192,100.562692
,9831506,,50,,,1,1,,,13.74793,100.54578
,2100000,,38,,0,1,,0,,13.799751,100.583311
ริทึ่ม สุขุมวิท 36 – 38,4410000,,24,,,,1,,,13.72161,100.57689
ควอทโทร บาย แสนสิริ,21300000,,91,,0,2,,0,,13.727393,100.581584
เดอะ เทรนดี้ คอนโดมิเนียม,9579000,,93,,0,2,,0,,13.741124,100.557866
,4100000,,36,,,1,1,,,13.692353,100.542061
แบงค์คอก เฟ’ลิซ สาทร-ตากสิน,3405931,,30,,,1,1,,,13.72186,100.50475
,9730640,,45,,,1,1,,,,
,15500000,,230,,0,3,,0,,13.742306,100.573366
,7000000,,,,,1,1,,,13.742115,100.558557
,4450000,,30,,18,1,,1,,13.722078,100.497857
โมริ เฮาส์,7650000,,66,,0,2,,0,,13.714621,100.603415
,10274750,,42,,0,1,,0,,13.75567,100.564599
,4800000,,35,,,1,1,,,13.7889,100.54527
,9201139,,47,,,1,1,,,13.70832,100.5201
,36000000,150000,200,,0,2,,0,,13.713912,100.58924
เอช สุขุมวิท 43,8806500,,60,,0,2,,0,,13.732527,100.573972
,4500000,15000,40,,,1,1,,,13.7104,100.602
,8000000,,66,,22,1,,0,,13.722512,100.538418
,6234200,,45,,,1,1,,,13.740081,100.580923
ลุมพินีเพลส พระราม 3-ริเวอร์ไรน์,3503980,,35,,,2,1,,,,
,4700000,,35,,,1,,,,13.731013,100.582694
เดอะ เบส การ์เดน-พระราม 9,3200000,,31,,,1,1,,,13.7466,100.606
,6818600,,46,,,1,1,,,,
ไลฟ์ อโศก-พระราม 9 ,6310000,,40,,,1,1,,,,
,1300000,,23,,5,1,,0,,13.706974,100.635049
เดอะ คีย์ สาทร-เจริญราษฎร์,6044610,,55,,,2,2,,,13.70097,100.51624
,5212315,,40,,,2,1,,,13.7115,100.595
เดอะ ทรี ริโอ้ บางอ้อ สเตชั่น ,2501089,,29,,,1,1,,,13.79987,100.50772
เดอะ เครสท์ สุขุมวิท 24,32300000,,146,,0,3,,0,,13.729436,100.565935
,2900000,,45,,8,1,,1,,13.750552,100.575836
,7500000,,46,,26,1,,1,,13.749554,100.561961
เดอะ ไลน์ พหลโยธิน-ประดิพัทธ์,4225000,,26,,,1,1,,,13.7906,100.546
,4460000,,30,,,1,1,,,13.695005,100.60354
สกาย วอล์ค คอนโดมิเนียม,11200000,60000,80,,0,2,,0,,13.714292,100.593536
,13800000,50000,52,,12,1,,1,,13.728051,100.572452
ดีบุราพรานนก,3290000,8000,29,,,,1,,,13.7568,100.477
,29800000,90000,160,,,3,4,,,13.7233,100.567
แอชตัน จุฬา-สีลม,5730000,,25,,,,1,,,13.731102,100.531009
อมันตา ลุมพินี,15192915,,99,,,2,2,,,13.72316,100.5514
,9300000,,86,,,2,2,,,,
,4300000,,80,,10,2,,1,,13.717808,100.526583
เดอะ รูม สุขุมวิท 69 ,6690000,,34,,,,,,,13.71444,100.59283
ริทึ่ม สุขุมวิท 36 – 38,5469450,20000,24,,,,1,,,13.72161,100.57689
เดอะ ดิโพลแมท 39,99630000,,235,,,,3,,,13.7308,100.571
,3000000,,28,,0,1,,1,,13.741023,100.525499
,4576813,,36,,,1,1,,,13.7889,100.54527
,2700000,,34,,,1,1,,,,
แอชตัน มอร์ฟ 38,11500000,,53,,17,1,,0,,13.720807,100.578825
,15040000,,64,,0,1,,0,,13.70866,100.533325
ไอดีโอ โมบิ อโศก,5722000,,28,,0,1,,1,,13.756397,100.565865
,,,147,,,2,3,,,,
,2790000,,36,,6,1,,1,,13.862982,100.616371
,5670000,,38,,,1,1,,,13.695005,100.60354
เดอะ ไลน์ สุขุมวิท 71,8150000,28000,40,,,1,1,,,13.715,100.595
,8960000,,35,,,1,1,,,,
เอดจ์ สุขุมวิท 23,6192601,,30,,,1,1,,,13.73963,100.56309
,3100000,,40,,0,,,0,,13.70669,100.600406
,2300000,,29,,5,1,,0,,13.675378,100.637686
เดอะ เทรนดี้ คอนโดมิเนียม,8240000,,80,,0,2,,0,,13.741124,100.557866
,6871150,,56,,,1,1,,,13.724347,100.582134
,18000000,,150,,,3,3,,1,,
,9000000,,50,,,1,1,,1,,
โนเบิล รีไฟน์,7100000,,33,,17,1,,1,,13.728331,100.570729
,21000000,,128,,0,2,,0,,13.729356,100.562093
,17000000,,,,,3,3,,,,
แอชตัน อโศก,8600000,,34,,,1,1,,,13.7391,100.561
,2590000,,21,,20,1,,1,,13.717113,100.48186
,3743000,,28,,,,1,,,13.755019,100.561977
,4460000,,52,,,1,1,,,13.80004,100.57346
ดิแอดเดรสพญาไท,7188280,,38,,,1,1,,,13.759281,100.531459
เดอะ เบส สุขุมวิท 77,6400000,,57,,,2,2,,,13.7108,100.602
,4958000,95000,74,,0,2,,0,,13.706084,100.53634
วิสซ์ดอม คอนเนค สุขุมวิท,5359645,,40,,,2,1,,,13.6858,100.61106
333 ริเวอร์ไซด์,17600000,,86,,,2,2,,,13.8106,100.52
,3820000,18000,67,,14,2,,1,,13.71686,100.529362
ไลฟ์ อโศก,5411011,,35,,,1,1,,,13.75064,100.56436
,2400000,,26,,6,1,,1,,13.77796,100.559159
,11170000,,54,,,2,2,,,13.7225,100.566
,6000000,,54,,,1,1,,,13.73447,100.57867
,10700000,,208,,0,3,,0,,13.735341,100.553217
พาร์ค 24 เฟส 1,10650000,,51,,0,2,,0,,13.725516,100.566202
ไอดีโอ โมบิ อโศก,11141700,,55,,0,2,,2,,13.756397,100.565865
ดี คอนโด รามคำแหง,1500000,,29,,,1,1,,,13.7499,100.607
ไลฟ์ อโศก-พระราม 9 ,6280000,,45,,,2,1,,,13.755352,100.564598
The Room พระราม 4,8800000,,44,,,,,,,13.73637,100.52083
ไอดีโอ รัชดา-ห้วยขวาง,6690000,,60,,,2,2,,,13.77834,100.57409
,10000000,,110,,0,2,,0,,13.735336,100.57352
,9800000,,61,,,1,1,,,13.7449,100.549
,7050000,,35,,23,1,,0,,13.75162,100.535178
,3350713,,43,,,1,1,,,,
,14500000,48000,54,,,1,1,,,13.7249,100.577
เดอะ เบส การ์เดน-พระราม 9,4620000,19000,31,,,1,1,,,13.7466,100.606
ไอดีโอ โมบิ สุขุมวิท,6600000,26000,45,,0,1,,1,,13.705196,100.602568
อมันตา ลุมพินี,8429400,40000,63,,0,1,,0,,13.723324,100.550812
,5150000,,36,,,1,1,,,,
,3400000,14000,31,,11,1,,1,,13.679877,100.607008
,9633000,45000,57,,0,1,,0,,13.72824,100.568202
,14400000,,56,,0,1,,0,,13.743762,100.548609
ไอดีโอ โมบิ บางซื่อ แกรนด์ อินเตอร์เช้นจ์,2741258,,22,,,,1,,,13.80589,100.53305
ไอดีโอ คิว สยาม - ราชเทวี,6820000,,35,,,1,1,,,13.7527,100.535
ไฮด์ สุขุมวิท,12050000,,63,,17,2,,1,,13.742259,100.556498
,21000000,85000,108,,,2,2,,,13.7405,100.557
โนเบิล รีวีล,13728000,70000,88,,0,2,,0,,13.721543,100.58517
วายน์ สุขุมวิท,4500000,,35,,,1,1,,,13.7128,100.594
,12235647,,65,,,1,1,,,13.74793,100.54578
,9890000,37000,68,,,2,2,,,13.7139,100.602
แอสปาย สาทร-ท่าพระ,3145501,,30,,,1,1,,,13.71501,100.47866
เซ็นทริคซีน อารีย์ 2,5136000,25000,48,,0,1,,0,,13.785994,100.546192
,6900000,,44,,,1,1,,,13.72655,100.508356
ไลฟ์ อโศก,4320000,,29,,,1,1,,,13.750507,100.563889
,15500000,,61,,,1,1,,,13.727,100.51
โนเบิล รีวีล,14040000,73000,90,,0,2,,0,,13.721543,100.58517
,25000000,,326,,,3,3,,1,,
,15000000,,100,,0,1,,0,,13.743889,100.56179
ไลฟ์ อโศก,4400000,,29,,,1,1,,,13.750507,100.563889
,8000000,35000,71,,,2,,,,,
,1300000,,23,,0,1,,0,,13.858768,100.61101
,14500000,,138,,0,2,,0,,13.736978,100.575252
เอช สุขุมวิท 43,12000000,63000,59,,0,2,,0,,13.732527,100.573972
,9220000,,35,,,1,1,,,13.7389,100.560898
ไลฟ์ อโศก,4990000,18800,31,,11,1,,1,,13.750674,100.564563
เดอะ ลุมพินี 24,45000000,,126,,0,3,,0,,13.722459,100.566197
แอชตัน อโศก,8870000,,34,,,1,1,,,13.73701,100.56039
