CondoName,SalePrice,RentPrice,RoomArea,UnitNbr,FloorNbr,nbrBed,nbrBath,nbrPark,nbrAirCon,Latitude,Longitude
,6500000,,57,,,1,1,,,13.724429,100.581964
,3000000,,45,,7,2,,0,,13.782207,100.671996
,4295000,,31,,,1,1,,,13.6987,100.605
,11550000,45000,61,,,2,2,,,13.806,100.557
โนเบิล รีไฟน์,9850000,45000,50,,0,1,,0,,13.728331,100.570729
,6280000,23800,47,,0,1,,1,,13.714246,100.593478
,3100000,,31,,23,1,,0,,13.753203,100.576289
,6762000,28000,49,,0,1,,0,,13.751845,100.533182
,40872000,,127,,0,2,,0,,13.730839,100.570793
,1350000,,26,,4,1,,0,,13.871414,100.602617
โนเบิล เพลินจิต,74524000,240000,186,,38,3,,1,,13.743535,100.548669
,4600000,18000,40,,0,1,,0,,13.721553,100.502751
เดอะ ลอฟท์ อโศก,30100000,,130,,0,3,,0,,13.746847,100.562097
แอชตัน อโศก,8608741,,34,,,1,1,,,13.7391,100.561
,2000000,,32,,5,1,,1,,13.77182,100.57762
,38400000,,,,0,,,0,,13.665223,100.673488
โนเบิล รีมิกซ์,9800000,,62,,,1,1,,,13.7246,100.577
,3570000,,29,,,1,1,,,,
เดอะ เครสท์ สุขุมวิท 34,22000000,80000,98,,,2,2,,,13.7253,100.576
,6600000,,30,,,,1,,,13.7225,100.585
,1700000,,50,,10,1,,1,,13.820047,100.568809
แอ็บสแตร็กส์ พหลโยธิน พาร์ค,41000000,,44,,9,1,,1,,13.817662,100.565039
,11500000,,87,,,2,2,,,13.73865,100.54124
,6650000,,31,,,,1,,,13.7225,100.585
ริทึ่ม รัชดา-ห้วยขวาง,7000000,,46,,,1,1,,,13.79875,100.57586
เอดจ์ สุขุมวิท 23,6491909,,30,,,1,1,,,13.73963,100.56309
ทีล สาทร-ตากสิน,4730000,18000,37,,,1,1,,,13.7204,100.493
,5990000,,34,,13,,,1,,13.718617,100.527071
ศุภาลัย คาซ่า ริวา,4890000,,55,,2,1,,0,,13.695192,100.494003
,2800000,,30,,6,1,,0,,13.799843,100.507093
เดอะ ไลน์ สุขุมวิท 71,5950000,,31,,,1,1,,,13.715,100.595
,7700000,35000,84,,8,2,,0,,13.70669,100.600406
,14500000,55000,70,,35,1,,1,,13.729517,100.562075
โนเบิล รีวีล,12999999,,75,,7,2,,1,,13.721543,100.58517
ริทึ่ม สุขุมวิท 36 – 38,5850000,,24,,,,1,,,13.72161,100.57689
,20000000,75000,79,,,2,2,,,13.72974,100.58126
,2400000,,22,,0,1,,0,,13.718791,100.549471
,5200000,,45,,,1,1,,,13.710382,100.601691
แอสปาย สุขุมวิท 48,3300000,,32,,0,1,,0,,13.711258,100.593974
,2776079,,35,,,1,1,,,13.71015,100.50317
,6500000,,34,,,1,1,,,,
,5020000,,115,,,,,,,13.67289,100.63428
,8999000,,45,,,1,,,,13.752673,100.533663
ไอดีโอ โมบิ อโศก,11000000,,55,,17,2,,0,,13.756397,100.565865
,1950000,,36,,7,1,,0,,13.684841,100.61462
,9075643,35000,56,,,1,1,,,13.70832,100.5201
สุขุมวิทสวีท,3960000,20000,55,,0,1,,0,,13.742821,100.557792
,15440000,,78,,0,2,,0,,13.739993,100.55125
โนเบิล รีไฟน์,6100000,,32,,0,1,,0,,13.728331,100.570729
,6576361,27000,60,,,2,2,,,13.71038,100.60169
,2955000,,40,,,1,1,,,13.72655,100.508356
เดอะ โมนูเมนต์ สนามเป้า,13400000,50000,48,,,1,1,,,13.7693,100.54
,5600000,,52,,,1,1,,,,
คีนน์ บาย แสนสิริ,10516500,45000,47,,,1,1,,,13.72499,100.57693
,16000000,,90,,2,1,,0,,13.724236,100.567168
,5560000,,35,,,1,1,,,13.750507,100.563889
แอชตัน จุฬา-สีลม,7830000,,33,,,1,1,,,13.731102,100.531009
,53000000,,295,,0,4,,2,,13.72691,100.573525
วิลล่าอโศก,6871482,,48,,,1,1,,,13.74885,100.56157
